Name,Value,Timestamp,Step
"f1_score",0.6365105008077544,1681219704570,1
"accuracy_score",0.776169207907357,1681219704570,1
"area_Under_ROC",0.776169207907357,1681219704570,1
"precision",0.5110246433203631,1681219704570,1
"recall",0.8436830835117773,1681219704570,1
